AGGG 0 0 12 -14.000000 155.000000 -4.833333 166.875000 -9.416667 160.937500
-4.833333 159.000000
-4.833333 160.000000
-10.500000 166.750000
-11.800000 166.875000
-14.000000 163.000000
-14.000000 155.000000
-7.316667 155.000000
-6.926667 155.593333
-6.926667 155.693333
-6.846667 155.923333
-6.663333 156.040000
-6.550000 156.036667
ANAU 0 0 7 -11.800000 160.000000 3.500000 170.000000 -4.150000 165.000000
3.500000 160.000000
3.500000 170.000000
-10.000000 170.000000
-11.800000 166.875000
-10.500000 166.750000
-4.833333 160.000000
3.000000 160.000000
AYPM 0 0 61 -12.000000 140.849758 0.000000 160.000000 -6.000000 150.424879
0.000000 141.000000
0.000000 160.000000
-4.833333 160.000000
-4.833333 159.000000
-6.550000 156.036667
-6.663333 156.040000
-6.846667 155.923333
-6.926667 155.693333
-6.926667 155.593333
-7.316667 155.000000
-12.000000 155.000000
-12.000000 144.000000
-11.833333 144.100000
-11.725000 144.072222
-11.500000 144.026667
-11.166667 144.100000
-10.233333 143.883333
-9.943000 144.089000
-9.750000 144.300000
-9.366667 144.300000
-9.316667 144.100000
-9.116667 143.883333
-9.323333 142.805000
-9.213333 142.106667
-9.261667 142.058333
-9.616667 141.033333
-6.755619 140.882133
-6.724617 140.856811
-6.695939 140.850422
-6.673489 140.859453
-6.657103 140.858939
-6.642347 140.864947
-6.631472 140.863342
-6.623033 140.850422
-6.617122 140.849758
-6.600044 140.895383
-6.591725 140.900011
-6.571364 140.892739
-6.559103 140.916322
-6.550303 140.918744
-6.523803 140.915658
-6.506719 140.941225
-6.484378 140.952025
-6.474083 140.949381
-6.465981 140.941667
-6.466183 140.930036
-6.461161 140.926900
-6.456156 140.927861
-6.438394 140.912847
-6.432033 140.916761
-6.436414 140.935275
-6.435733 140.948278
-6.429128 140.949689
-6.417917 140.946667
-6.405489 140.961614
-6.396289 140.965581
-6.375258 140.951033
-6.360800 140.966464
-6.343903 140.962228
-6.332047 141.005822
-6.267392 141.005883
BGGL 0 0 16 58.500000 -76.000000 90.000000 30.000000 75.500000 -36.000000
82.000000 30.000000
82.000000 0.000000
69.200000 0.000000
69.200000 -30.000000
61.000000 -30.000000
63.500000 -39.000000
58.500000 -43.000000
58.500000 -50.000000
65.000000 -57.750000
76.000000 -76.000000
78.000000 -75.000000
82.000000 -60.000000
90.000000 -60.000000
90.000000 0.000000
90.000000 30.000000
82.000000 30.000000
BIRD 0 0 5 61.000000 -39.000000 73.000000 0.000000 66.000000 -12.500000
69.200000 0.000000
69.200000 -30.000000
61.000000 -30.000000
61.000000 0.000000
69.200000 0.000000
CZEG 0 0 24 48.999722 -141.002222 90.000000 -57.750000 69.499861 -99.376111
48.999722 -110.000000
49.000556 -115.499722
49.500000 -115.137500
49.962500 -115.147222
50.326389 -116.084444
53.400000 -119.000000
56.000000 -123.250000
57.000000 -132.083333
59.566667 -135.033333
60.350000 -139.183333
62.000000 -141.000000
90.000000 -141.000000
90.000000 -60.000000
82.000000 -60.000000
78.000000 -75.000000
76.000000 -76.000000
65.000000 -57.750000
65.000000 -60.000000
65.000000 -68.000000
62.750000 -80.000000
64.408333 -80.000000
54.766667 -108.416667
54.767222 -108.691667
53.425556 -110.001389
CZUL 0 0 93 44.221389 -80.000000 65.000000 -57.000000 54.610695 -68.500000
45.837500 -76.266667
45.961111 -76.927778
46.133333 -77.250000
46.947222 -77.250000
47.100000 -77.533333
47.840000 -78.565278
47.804000 -78.635500
47.784000 -78.705667
47.758167 -78.801000
47.753667 -78.904500
47.755833 -79.023167
47.783667 -79.156167
47.818667 -79.268500
47.854667 -79.340500
47.904167 -79.417500
47.958500 -79.473333
48.025000 -79.521333
48.087833 -79.542500
48.134000 -79.555333
48.191000 -79.556167
48.300167 -79.525500
48.342667 -79.501333
48.388167 -79.467833
48.441167 -79.403333
48.476333 -79.350833
48.519000 -79.273333
48.536667 -79.225167
48.558000 -79.143167
48.575833 -79.050166
48.587144 -78.999947
49.000000 -79.000000
53.466667 -80.000000
62.750000 -80.000000
65.000000 -68.000000
65.000000 -60.000000
64.000000 -63.000000
61.000000 -63.000000
58.471111 -60.351111
57.550000 -64.000000
55.355556 -64.000000
55.083333 -65.083333
54.416667 -65.333333
53.700000 -64.916667
51.416667 -64.000000
50.833333 -62.083333
50.833333 -60.000000
51.333333 -59.500000
51.633333 -59.500000
52.196389 -58.142778
51.735000 -57.000000
51.283333 -57.000000
51.000000 -58.000000
49.533333 -61.000000
49.300000 -61.000000
48.500000 -62.000000
47.848333 -64.622222
47.999992 -65.940733
47.883442 -66.896275
47.733333 -67.950000
47.522778 -68.025000
47.512222 -68.097778
47.497500 -68.169167
47.478333 -68.238333
47.455278 -68.304444
47.428333 -68.367500
47.397778 -68.426667
47.363889 -68.481944
47.326667 -68.532222
47.287500 -68.566667
47.450000 -69.216667
46.750000 -70.000000
46.416667 -70.058333
46.308333 -70.208333
45.908333 -70.250000
45.686111 -70.502778
45.316667 -71.000000
45.283333 -71.336111
45.016667 -71.483333
45.000000 -74.250000
45.183333 -74.566667
45.143056 -74.784444
45.069167 -74.966667
44.966667 -74.883333
44.816667 -75.750000
44.666667 -75.700000
44.716667 -75.500000
44.512500 -75.766667
44.445833 -75.816667
44.347222 -75.950000
44.350000 -76.000000
44.322222 -76.066667
44.291667 -76.133333
